Customer_Age,Gender,Dependent,Education,Marital,Income,KCategory,onBook,Relationship,Inactive,ContactNum,CLimit,Revolving,Open,Amt_41,TransAmt,TransCt,Ct_41,Utilization,Importance,MustHave,Group,Essential,DropLevel,Class
43,M,1,College,Married,$80K - $120K,Blue,23,5,2,1,12709.27418,779,13521,1.330213908,1139.442109,77,0.791,0.0652305,0.157462917,70,2,9.647967068,9,1
31,M,2,Graduate,Single,Less than $40K,Blue,19,1,2,3,12669.6855,782,4042,1.330132057,1145.187318,117,0.746,0.058434072,0.824196433,22,1,1.949923076,9,1
43,F,2,Graduate,Married,Less than $40K,Blue,33,5,2,2,12663.90914,775,3081,1.337436558,1143.214561,45,0.324,0.061580696,0.514674166,48,4,6.421017071,10,1
53,M,4,Uneducated,Single,$60K - $80K,Blue,43,1,3,2,12729.83391,780,13720,1.331755036,1147.559302,36,0.241,0.060282082,0.808610895,41,2,4.084980566,5,2
57,F,1,Graduate,Single,Less than $40K,Blue,36,4,2,3,12696.45145,773,482,1.333577033,1148.123613,84,0.867,0.064681632,0.155556675,38,3,5.931276551,3,1
38,F,3,Graduate,Married,Less than $40K,Blue,36,5,4,3,12645.48367,779,405,1.33982395,1144.977354,81,0.421,0.059592067,0.899580859,4,3,3.02534162,2,1
51,M,0,Uneducated,Divorced,$120K +,Blue,41,4,1,0,12650.27151,773,23898,1.332198991,1141.476686,66,0.61,0.056256539,0.229946752,65,4,8.910828458,6,1
53,F,2,High School,Married,$40K - $60K,Blue,37,1,4,3,12692.97331,778,2682,1.338826752,1146.59187,85,0.809,0.061950205,0.310299314,60,4,0.411867433,5,1
37,M,2,High School,Single,$40K - $60K,Blue,24,6,2,3,12652.47511,772,9941,1.333817833,1144.477157,46,1,0.065634196,0.408701371,12,4,5.236434448,4,1
39,F,2,High School,Single,Less than $40K,Blue,36,4,2,3,12667.37231,782,4443,1.330981897,1139.359346,74,0.574,0.065087727,0.630054346,98,3,2.09925463,6,1
35,M,2,College,Married,$80K - $120K,Blue,36,5,2,4,12649.04276,775,13783,1.336772429,1147.611402,57,0.425,0.057116317,0.801758979,97,0,3.21886947,6,1
46,F,3,Graduate,Single,Less than $40K,Blue,37,1,2,4,12722.75525,778,1438.3,1.331564232,1148.460943,44,0.467,0.064379634,0.456682233,83,3,3.152956465,0,2
56,M,2,Graduate,Married,$60K - $80K,Blue,44,3,1,2,12710.80541,772,115,1.335347946,1148.657381,57,0.839,0.057718153,0.739528461,92,4,2.993059723,3,1
46,F,4,Graduate,Married,Unknown,Blue,39,4,3,3,12681.55697,777,3257,1.338508271,1145.118412,85,0.848,0.061071024,0.642199699,84,0,9.958618442,9,1
45,F,2,High School,Married,Less than $40K,Blue,36,1,2,2,12721.85985,779,629,1.330961856,1144.668179,93,0.661,0.064506145,0.455516742,77,5,9.545073438,4,1
51,M,1,Graduate,Single,$40K - $60K,Gold,44,3,3,3,12721.16017,778,20932,1.339648994,1148.544638,121,0.754,0.058029882,0.204148007,92,4,6.16472745,10,1
54,F,3,High School,Married,Less than $40K,Blue,36,2,2,1,12668.40863,774,5101,1.338450005,1144.370667,84,0.68,0.062491162,0.623206478,16,2,1.223970698,6,1
42,F,3,Graduate,Single,Less than $40K,Blue,35,3,2,2,12695.32967,778,968,1.335977819,1142.435869,79,0.881,0.058559958,0.527672312,39,2,9.991915435,2,1
51,M,2,Graduate,Married,$40K - $60K,Blue,45,2,2,2,12732.6286,773,10321,1.334436183,1146.163681,97,0.764,0.060908464,0.037923726,26,1,2.918966292,2,1
46,M,3,College,Unknown,$80K - $120K,Blue,36,4,2,2,12740.15331,775,23140,1.337132145,1148.946408,36,0.5,0.060319219,0.593693004,14,4,5.176238412,2,1
47,F,1,Unknown,Married,Less than $40K,Blue,35,6,2,4,12737.47808,774,954,1.339261965,1145.503758,41,0.708,0.058062589,0.160521045,12,1,2.409239814,5,2
62,F,1,Unknown,Single,Less than $40K,Blue,54,4,2,2,12739.80619,773,608,1.331135061,1140.590302,77,0.75,0.062015413,0.514839901,75,1,7.323343806,7,1
44,F,2,Graduate,Single,Less than $40K,Blue,32,3,3,3,12672.98713,774,1152,1.33840987,1142.601292,15,1.5,0.064106627,0.15148044,7,5,4.451034985,5,1
28,M,1,Unknown,Unknown,$40K - $60K,Blue,15,5,2,4,12728.40605,773,6995,1.335253979,1144.622847,110,0.719,0.063312813,0.158421997,78,4,7.215980899,2,1
29,M,1,High School,Married,$60K - $80K,Blue,16,3,2,1,12733.16115,774,9978,1.332644988,1144.961834,106,0.683,0.065468284,0.883297822,93,0,5.451174909,10,1
41,M,0,High School,Single,$80K - $120K,Blue,31,3,5,2,12671.39143,779,30955,1.334275851,1147.523449,70,0.667,0.057336617,0.015750145,41,1,9.03444541,5,1
56,M,2,High School,Married,$120K +,Blue,46,4,1,3,12661.1503,775,25682,1.332708852,1139.720667,27,0.421,0.059757522,0.715673072,36,1,4.255424683,6,1
39,F,4,College,Married,$40K - $60K,Blue,28,4,2,4,12680.75593,774,5397,1.335718654,1148.62566,45,0.5,0.064797129,0.323561845,62,5,8.162202289,3,2
39,M,4,Graduate,Married,$120K +,Blue,28,3,2,3,12668.63956,772,24719,1.334820685,1139.497799,83,1.024,0.056633194,0.936744416,84,3,4.500655126,3,1
64,M,0,Unknown,Married,Less than $40K,Blue,56,6,1,0,12704.09692,780,300,1.331399704,1146.152991,27,0.588,0.064110615,0.948095113,19,1,3.450034832,7,1
44,M,2,Unknown,Single,$60K - $80K,Blue,30,6,2,2,12661.93338,774,9227,1.336459312,1141.214346,63,0.537,0.059255805,0.190065019,38,4,4.424480509,6,1
65,F,0,High School,Married,Unknown,Blue,53,4,3,0,12740.86966,772,3598,1.334474108,1143.624946,51,0.5,0.063544499,0.4126187,50,3,5.777400071,0,1
31,M,1,Graduate,Married,$40K - $60K,Blue,20,6,2,5,12703.86247,781,774,1.337955237,1144.50059,36,0.333,0.059609075,0.276583975,23,2,5.013287351,9,1
59,M,0,College,Married,Less than $40K,Blue,49,3,3,3,12737.29293,782,3155,1.337768424,1147.790951,27,0.8,0.059329132,0.780226957,7,1,4.855792185,3,1
49,F,4,Graduate,Married,Less than $40K,Blue,38,5,2,4,12682.13662,775,1757,1.331270141,1143.913026,45,0.406,0.058127022,0.09209212,97,2,3.749458512,7,2
47,M,4,Uneducated,Unknown,Unknown,Blue,36,3,3,3,12701.79351,777,18873,1.33119489,1146.333045,38,0.52,0.065205893,0.304685241,69,1,6.046029077,2,2
54,F,4,Unknown,Married,Less than $40K,Blue,43,3,3,0,12737.34069,779,5139,1.331920445,1146.299077,44,0.692,0.05650203,0.34861284,78,0,3.65417186,7,2
58,F,4,Graduate,Married,Unknown,Blue,42,3,3,4,12711.61461,779,8647,1.33663438,1145.521104,44,0.692,0.056371825,0.701135069,10,2,7.349888467,4,1
41,F,4,Uneducated,Single,Less than $40K,Blue,31,5,1,2,12718.33432,778,1863,1.333463186,1147.154201,45,0.364,0.062405007,0.859236165,16,3,2.83921117,10,1
48,M,3,Graduate,Divorced,$40K - $60K,Blue,43,2,3,3,12684.23781,780,8959,1.333862903,1142.971425,34,0.417,0.064981864,0.188975929,63,3,8.962423008,3,2
44,F,2,Uneducated,Single,Less than $40K,Blue,20,6,3,3,12728.23556,774,616,1.33580746,1147.872062,28,0.556,0.062241183,0.597377455,37,1,0.387764443,3,1
50,M,3,Uneducated,Single,$120K +,Blue,36,1,2,3,12687.04887,777,5688,1.332944854,1140.88473,41,0.206,0.056709652,0.793573324,70,3,4.940202242,1,2
40,F,3,High School,Divorced,$40K - $60K,Blue,28,4,1,4,12674.48469,775,3046,1.332708985,1139.575172,73,0.46,0.056883165,0.58421281,2,2,9.406582834,5,1
60,M,2,Graduate,Single,$60K - $80K,Blue,48,3,4,1,12651.84404,777,9741,1.335899244,1147.893724,66,0.535,0.057799591,0.017240116,59,4,4.217455814,7,1
52,M,0,Graduate,Single,$120K +,Blue,41,6,3,2,12719.93573,782,1592,1.330992282,1140.908232,40,1.105,0.061389743,0.864058027,94,5,4.482185939,1,1
47,F,3,Graduate,Divorced,Less than $40K,Blue,38,5,1,2,12690.8586,775,1356,1.330919133,1140.489234,77,0.925,0.065085708,0.120260779,100,4,4.436540323,9,1
36,F,2,Unknown,Married,$40K - $60K,Blue,25,3,1,2,12667.58407,780,3532,1.337105186,1142.742099,29,0.933,0.063563481,0.459003588,52,4,5.783834222,6,1
38,F,2,Graduate,Married,Less than $40K,Blue,29,6,1,1,12732.56716,780,1966,1.33163159,1145.726006,79,0.756,0.059674764,0.168083587,93,3,6.554681415,2,1
49,F,4,Uneducated,Married,Unknown,Blue,36,4,1,3,12664.60597,772,29939,1.331201916,1144.013345,63,0.658,0.05609991,0.850581526,36,0,5.566139435,3,1
37,F,3,Graduate,Single,Less than $40K,Blue,21,4,2,2,12656.85974,776,1207,1.337291262,1140.028951,47,0.516,0.061616624,0.696783286,94,4,9.024781788,2,2
48,F,1,Unknown,Married,Unknown,Blue,41,3,2,2,12738.36528,775,241.3,1.33330293,1140.266521,78,0.696,0.059760593,0.382125948,33,5,6.461981847,1,1
49,M,4,High School,Married,$120K +,Gold,36,1,1,1,12718.64446,773,32882,1.330604359,1147.822755,94,0.469,0.064221703,0.445631516,80,1,8.376972434,6,1
49,M,2,High School,Married,$80K - $120K,Blue,38,3,2,4,12730.24781,773,29893,1.331032047,1140.710862,48,0.846,0.062110453,0.550208872,91,5,8.16830767,10,2
51,F,0,Doctorate,Married,Unknown,Blue,46,1,3,3,12705.16535,776,12191,1.335871203,1146.30898,83,0.886,0.061920679,0.014326607,100,2,9.082920047,1,1
45,M,2,Graduate,Married,$60K - $80K,Blue,25,3,5,3,12703.61616,781,1438.3,1.337935315,1140.115917,27,0.421,0.0560298,0.817731004,24,4,1.062324561,2,2
44,F,3,College,Divorced,$40K - $60K,Blue,34,5,2,5,12665.91307,781,2563,1.332726981,1146.700094,62,0.59,0.056494511,0.852118871,2,0,9.326944558,1,1
39,M,2,Unknown,Married,$80K - $120K,Blue,27,3,3,2,12716.54542,776,32887,1.335501482,1144.097045,53,1.038,0.065702278,0.936084868,20,2,9.597825134,6,1
30,F,1,Graduate,Married,Less than $40K,Blue,36,3,2,2,12714.86566,774,6027,1.332949235,1142.957232,37,0.609,0.059280188,0.396195218,11,3,7.609436314,6,1
62,M,0,High School,Married,$60K - $80K,Blue,56,3,3,2,12643.43676,782,8077,1.332842143,1145.834459,16,0.333,0.060413748,0.219947749,46,5,1.845895841,1,2
40,F,3,Uneducated,Unknown,Less than $40K,Blue,30,2,5,2,12689.60589,780,362,1.338042627,1145.271789,88,0.63,0.062928924,0.042622393,74,5,1.394513318,4,1
35,M,2,Uneducated,Married,Less than $40K,Blue,36,4,3,3,12688.98062,776,2502,1.339247812,1139.317013,31,0.632,0.056931276,0.445449667,52,3,2.059089677,3,1
46,M,3,Unknown,Single,$80K - $120K,Blue,36,5,1,3,12692.11803,779,11039,1.331892623,1148.260984,97,0.796,0.061268362,0.283306156,6,5,7.781491688,0,1
56,M,3,Graduate,Married,$120K +,Blue,46,3,3,2,12722.09761,777,4491,1.337935211,1146.37747,105,0.694,0.065130746,0.465236901,100,4,7.088935091,4,1
50,F,2,Graduate,Married,Less than $40K,Blue,42,5,3,0,12690.52945,774,64,1.33279777,1142.555134,94,0.774,0.063466545,0.539141926,54,2,6.491938072,4,1
48,F,4,College,Married,Less than $40K,Blue,36,6,1,4,12674.83348,773,597,1.331315481,1143.603363,35,1.333,0.058548445,0.274435097,1,1,8.386885691,5,1
56,M,1,Doctorate,Married,$60K - $80K,Blue,46,5,2,4,12716.58589,777,3432,1.330119613,1145.289855,45,0.731,0.064985961,0.189370607,23,5,2.845639334,1,1
46,M,4,Graduate,Married,$60K - $80K,Blue,33,6,2,2,12739.01709,778,20368,1.339472098,1142.010242,38,0.652,0.062769229,0.118003803,58,3,9.869699433,2,1
59,M,0,High School,Single,$40K - $60K,Silver,52,1,2,1,12647.35965,778,13494,1.332327013,1142.239216,111,0.79,0.056514836,0.604019941,82,3,2.391966302,8,1
64,M,1,Graduate,Single,Less than $40K,Blue,36,4,3,1,12707.56676,780,184,1.334700902,1145.839663,94,0.679,0.062325452,0.232245668,28,1,1.132430549,3,1
46,F,5,High School,Unknown,Less than $40K,Blue,37,4,3,3,12716.62676,774,713.3,1.330955418,1146.29468,79,0.795,0.05921178,0.070529026,43,3,2.874919754,4,1
56,F,4,High School,Married,$40K - $60K,Blue,36,5,1,1,12654.95673,781,529,1.335429295,1145.99742,32,0.391,0.061792149,0.105970529,82,4,0.730596931,6,1
44,M,1,Graduate,Married,$80K - $120K,Blue,33,5,4,3,12659.96948,777,19214,1.333539619,1139.703068,47,1.136,0.063716013,0.678584872,74,3,2.592475281,3,1
55,M,2,Graduate,Married,$120K +,Blue,50,3,2,0,12710.08947,777,9380,1.332439991,1146.565012,34,1,0.064201814,0.207816005,67,3,9.482560409,3,1
42,F,1,High School,Married,Less than $40K,Blue,36,4,3,1,12714.40661,773,891,1.337145422,1148.740318,77,0.711,0.05731963,0.144814497,77,4,2.659929685,9,1
53,F,4,Graduate,Married,Less than $40K,Blue,36,2,3,6,12686.7355,777,4005,1.333432711,1146.398694,75,0.667,0.062144846,0.993178173,4,3,6.082582082,10,2
53,M,2,Graduate,Married,$80K - $120K,Blue,41,3,3,2,12732.4353,772,9442,1.332691506,1139.63483,23,0.353,0.064214158,0.456290777,84,3,2.736358123,7,2
37,F,2,High School,Married,Less than $40K,Blue,31,5,3,3,12643.81456,779,2352,1.335518886,1140.655936,48,0.92,0.062199737,0.474477822,75,2,3.919571218,2,1
40,M,4,Graduate,Married,$60K - $80K,Blue,35,5,4,1,12703.04634,775,7789,1.336487586,1147.993864,87,0.673,0.060616493,0.014983306,56,4,3.51511387,10,1
40,F,5,Unknown,Single,Unknown,Blue,31,6,3,1,12684.0383,778,2945,1.335935658,1139.796851,76,0.9,0.060367847,0.109351719,51,2,8.027855855,2,1
55,M,3,High School,Single,$120K +,Blue,51,3,1,3,12665.86803,774,33250,1.333655196,1140.24549,26,0.368,0.06498156,0.437250296,75,2,6.029224422,8,1
51,F,3,Unknown,Single,Less than $40K,Blue,46,3,2,2,12675.29268,777,2485,1.330999396,1140.20527,85,0.771,0.064528336,0.280637027,45,1,9.530841179,6,1
46,F,2,Uneducated,Married,Unknown,Blue,40,3,2,2,12653.49558,782,4367,1.334019175,1139.130687,86,0.755,0.056216202,0.840316511,50,1,3.262668005,7,1
54,F,3,Graduate,Single,Less than $40K,Blue,44,3,2,3,12711.71109,775,443,1.339419372,1145.739179,66,0.833,0.061013926,0.400925441,99,3,8.11284023,10,1
45,F,1,Graduate,Single,Less than $40K,Blue,35,1,1,3,12705.86545,776,3566,1.330001704,1144.858291,85,0.848,0.062969883,0.980377301,59,5,2.556178512,2,1
56,F,3,College,Single,Unknown,Blue,36,5,1,3,12646.6939,778,1438.3,1.331885774,1141.716397,83,0.627,0.063686423,0.7655852,33,4,8.478509489,7,1
55,F,3,High School,Single,$40K - $60K,Blue,47,5,4,3,12702.20496,776,998,1.338634614,1143.418642,34,0.789,0.063556427,0.960889536,1,2,1.375507135,6,2
55,F,1,Unknown,Married,Less than $40K,Blue,50,5,3,4,12691.40506,775,2165,1.338279801,1147.263117,54,0.8,0.057423585,0.649445106,13,1,7.768287518,3,1
47,M,1,Doctorate,Divorced,$60K - $80K,Blue,42,5,2,0,12690.77978,779,19179,1.337780395,1147.772041,27,0.929,0.057957542,0.099841194,0,5,1.895342481,5,1
49,M,2,High School,Married,$80K - $120K,Blue,32,4,1,3,12669.09219,774,27380,1.33112531,1145.544896,47,1.35,0.064771369,0.23155562,12,4,9.238736195,6,1
36,F,1,Unknown,Single,Less than $40K,Blue,26,3,3,2,12666.35957,774,2517,1.335484148,1143.774771,62,0.771,0.063587643,0.201296541,58,1,5.757181413,4,1
44,M,2,Post-Graduate,Married,$60K - $80K,Blue,34,6,3,4,12723.17849,780,20509,1.330330473,1144.115637,52,0.625,0.05644201,0.17313642,89,1,3.769704412,4,2
46,F,3,Graduate,Married,$40K - $60K,Blue,38,2,3,3,12721.29663,774,9189,1.33051192,1140.687075,114,0.81,0.058411708,0.642200872,14,2,0.563866399,4,1
57,F,2,Graduate,Married,$40K - $60K,Blue,49,5,1,2,12656.23364,781,1657,1.337449314,1142.438457,32,0.391,0.065631095,0.790188378,48,3,2.745582968,8,1
34,F,2,High School,Single,Less than $40K,Blue,21,6,1,3,12738.30076,781,3344,1.33350395,1143.29287,77,0.878,0.061644335,0.799278157,9,3,7.54573399,4,1
41,F,1,Uneducated,Married,$40K - $60K,Blue,36,3,4,1,12736.12654,779,547,1.333132582,1140.055104,79,0.795,0.065935689,0.068261938,13,3,7.296810943,4,1
46,M,4,Unknown,Single,$60K - $80K,Blue,31,4,1,4,12705.00522,774,20024,1.337988293,1143.731844,96,0.655,0.065822831,0.753579146,2,3,6.90510972,9,1
51,M,3,Unknown,Married,$60K - $80K,Blue,36,4,3,4,12654.50438,781,4411,1.336624613,1140.111948,64,0.684,0.05996997,0.648052253,99,2,8.734163894,9,1
58,F,1,High School,Married,$40K - $60K,Blue,46,5,3,1,12723.44873,780,532,1.332846472,1145.270915,90,0.731,0.062721363,0.757669575,15,1,2.751375112,3,1
62,M,1,Uneducated,Single,$60K - $80K,Blue,49,4,1,2,12722.57838,773,11804,1.336867659,1145.840902,76,0.551,0.06347477,0.200363523,88,1,1.40229072,4,1
61,M,0,Uneducated,Single,$40K - $60K,Blue,49,1,2,3,12702.45473,774,748,1.338267633,1144.378019,71,0.651,0.064028893,0.654010624,49,4,4.284150489,3,1
36,F,4,College,Married,Unknown,Blue,18,4,3,2,12700.76982,775,2166,1.336471053,1140.264981,92,0.704,0.056193843,0.579661203,74,3,5.723649976,10,1
62,F,2,Doctorate,Single,$40K - $60K,Blue,56,5,3,2,12703.45088,777,5369,1.336574147,1148.446186,70,0.795,0.065376495,0.666053736,54,5,6.267675103,10,1
41,M,2,High School,Married,$40K - $60K,Blue,32,3,1,3,12727.93289,778,10287,1.335721877,1141.212954,37,0.276,0.061953188,0.079855836,0,3,6.005199691,7,1
40,F,2,High School,Married,Less than $40K,Blue,28,1,3,3,12687.99512,773,1073,1.333114282,1144.463282,90,0.698,0.060013675,0.671188499,47,1,7.334577562,1,1
58,M,2,Post-Graduate,Married,$80K - $120K,Blue,39,4,2,3,12690.07363,782,1225,1.331424068,1141.386786,121,0.806,0.059700799,0.308647706,24,3,1.65590222,1,1
62,M,0,Graduate,Married,$60K - $80K,Blue,51,3,2,0,12687.66322,772,4483,1.339744738,1141.024169,45,0.8,0.057536949,0.982230711,83,3,9.377489222,4,1
38,M,2,High School,Married,$120K +,Blue,29,4,1,2,12670.26658,778,1162,1.33227862,1148.508602,45,0.957,0.063680597,0.105655792,57,2,8.279323225,1,1
49,M,4,High School,Single,$60K - $80K,Blue,30,6,3,3,12686.45358,776,18418,1.332281314,1139.410029,68,0.744,0.062614922,0.258928248,35,0,9.091421931,7,2
45,M,4,College,Divorced,$80K - $120K,Blue,37,6,5,1,12720.80327,777,1535,1.332642498,1144.780488,76,0.81,0.065645928,0.447633397,57,3,3.524858893,5,1
47,F,4,Graduate,Married,Less than $40K,Blue,36,6,1,4,12683.59439,777,723,1.332971415,1143.823384,76,0.81,0.056740288,0.64296021,74,4,6.1376651,3,1
42,F,4,College,Married,$40K - $60K,Blue,34,1,3,2,12715.62849,777,1695,1.330870794,1143.594265,46,0.314,0.065358819,0.136751998,88,2,8.924778677,5,2
40,M,3,Post-Graduate,Married,$120K +,Blue,36,4,2,4,12692.29281,775,4947,1.337283674,1140.383366,62,0.879,0.060509317,0.62542222,85,1,8.79854471,2,1
50,F,2,High School,Married,$40K - $60K,Blue,45,6,3,3,12737.00661,777,1438.3,1.334639587,1142.779288,82,0.864,0.061564265,0.044987202,70,4,8.945309044,5,1
44,M,3,Post-Graduate,Married,$120K +,Blue,35,3,4,1,12720.83039,781,26804,1.333459564,1146.949068,56,1.24,0.059413893,0.79151475,39,2,4.46401921,0,1
48,F,4,High School,Married,Less than $40K,Blue,38,5,1,1,12718.12088,776,1297,1.336955516,1139.872427,78,0.733,0.05702058,0.751104777,34,3,3.660234178,8,1
30,F,0,Graduate,Married,Less than $40K,Blue,19,3,1,4,12740.67105,780,696,1.337295043,1148.365837,46,1,0.058076024,0.753451166,70,5,0.886959021,6,1
37,F,3,High School,Single,Unknown,Blue,18,4,1,3,12650.67801,778,2179,1.334271987,1140.182802,48,0.297,0.060293108,0.456694847,79,0,7.374150256,4,2
46,F,3,Graduate,Married,$40K - $60K,Blue,39,3,3,2,12644.04806,777,518,1.337083081,1144.472715,66,0.65,0.063654617,0.763418241,50,5,0.057002252,5,1
54,F,0,Graduate,Married,Less than $40K,Blue,36,5,3,4,12669.66776,772,3676,1.33066648,1144.422769,34,0.889,0.065279476,0.35860332,97,4,4.766884839,3,1
62,F,1,Uneducated,Married,$40K - $60K,Blue,43,3,1,1,12687.0753,781,4760,1.334328956,1142.21135,20,0.538,0.059514948,0.910240176,29,2,3.853158003,0,1
26,F,1,High School,Single,Less than $40K,Blue,13,3,2,3,12675.43123,774,1206,1.337358244,1140.469967,63,0.5,0.062741143,0.279002959,97,4,8.48970357,2,1
49,M,2,College,Single,$60K - $80K,Blue,41,6,3,4,12712.46937,775,3972,1.332300892,1145.481811,64,0.684,0.058301237,0.531994119,87,2,1.167634014,7,1
52,M,0,Unknown,Single,$120K +,Blue,48,4,5,5,12665.73116,780,10867,1.33530445,1145.687536,51,0.417,0.061435202,0.832036967,21,3,7.970561989,9,2
49,M,4,Uneducated,Married,Less than $40K,Blue,39,6,1,4,12729.27626,781,5402,1.335048853,1144.428682,71,0.543,0.06108498,0.44411547,81,5,0.657337057,4,1
45,M,4,High School,Divorced,$80K - $120K,Blue,39,5,3,4,12704.38003,777,12858,1.334170665,1140.052123,125,0.689,0.057268447,0.445380516,44,3,0.479613068,0,1
59,F,0,Doctorate,Married,Less than $40K,Blue,52,6,4,2,12644.18594,772,2302,1.33959963,1146.218098,40,0.667,0.064741873,0.79792112,80,2,6.20612488,7,2
40,M,3,Post-Graduate,Single,$80K - $120K,Blue,36,4,4,3,12711.49601,779,8958,1.338728091,1144.441827,43,0.387,0.059618507,0.612707982,86,2,5.636951902,7,2
62,M,1,Graduate,Single,$80K - $120K,Blue,51,6,2,3,12687.94073,774,5711,1.338922565,1147.162286,72,0.674,0.056968074,0.19031302,65,3,1.130971268,6,1
30,M,2,Unknown,Divorced,$120K +,Blue,14,3,2,3,12672.56836,776,1548,1.330740687,1147.121798,64,0.455,0.058994142,0.605578494,100,1,2.640395017,1,1
38,F,3,Graduate,Divorced,Unknown,Blue,33,6,2,3,12660.02331,776,28781,1.333144467,1139.938133,78,0.696,0.063486458,0.528913868,68,0,5.904405581,4,1
53,F,2,College,Married,Unknown,Blue,41,5,1,3,12707.57623,782,4266,1.335306279,1146.422453,40,0.6,0.056394373,0.739355895,81,2,2.291815459,9,1
49,F,4,Graduate,Married,Unknown,Blue,40,5,1,1,12732.28259,782,6458,1.334007719,1139.006602,80,0.739,0.059871197,0.535778198,12,1,0.933646063,4,1
65,M,1,High School,Single,Less than $40K,Blue,54,3,1,3,12670.68078,779,3161,1.336405578,1146.473678,69,0.865,0.061515704,0.067940395,67,1,9.614741827,2,1
53,F,2,Graduate,Married,Less than $40K,Blue,40,6,2,4,12728.69051,775,4753,1.337269009,1141.028785,52,0.793,0.065076812,0.460937912,28,0,3.267210003,2,1
43,M,1,Graduate,Married,$120K +,Blue,34,5,1,3,12689.08508,780,26095,1.332987332,1143.160203,105,0.641,0.060197627,0.646089917,59,3,2.630081493,4,1
37,F,3,Post-Graduate,Married,Less than $40K,Blue,26,5,3,2,12691.14759,775,746,1.336091931,1140.599974,39,1.053,0.057445831,0.533464237,63,3,5.692363418,5,1
44,M,4,Graduate,Married,$60K - $80K,Blue,28,6,2,3,12720.88857,777,11338,1.333408108,1144.258844,24,0.5,0.063825839,0.057387015,54,2,3.414151492,6,1
47,F,4,Post-Graduate,Single,Unknown,Blue,36,6,1,0,12728.96851,780,1192,1.334127014,1140.541208,87,0.812,0.064345507,0.785110473,99,5,4.469778458,10,1
51,F,4,Doctorate,Married,Less than $40K,Blue,43,6,1,2,12686.78173,775,989,1.33917848,1148.123407,91,0.655,0.064730688,0.029999239,21,1,6.457806828,3,1
39,M,2,Uneducated,Single,$40K - $60K,Blue,25,4,1,3,12670.15381,774,7695,1.331770659,1144.009407,80,0.481,0.058695021,0.394387098,72,1,5.872276193,8,1
37,F,2,Uneducated,Unknown,Less than $40K,Silver,29,5,2,6,12729.39245,779,12203,1.333048879,1141.236232,94,0.843,0.061332979,0.978110709,12,1,0.188348657,2,2
39,M,1,College,Married,Less than $40K,Blue,27,4,2,2,12732.71508,780,1230,1.339299546,1147.938242,72,0.756,0.058633547,0.614562687,3,0,4.061364133,6,1
38,F,3,Unknown,Single,Unknown,Blue,32,5,1,0,12735.18683,774,26218,1.339127711,1148.588003,40,0.6,0.060680995,0.842533566,33,3,7.24845525,9,1
40,M,3,Graduate,Married,$60K - $80K,Blue,23,1,3,1,12693.83997,776,21148,1.330507711,1141.615229,110,0.746,0.059059658,0.410292119,61,3,6.72161076,8,1
43,F,4,High School,Divorced,Less than $40K,Blue,32,2,3,2,12691.93758,779,8203,1.334751483,1142.616022,46,0.84,0.0639836,0.581337649,5,5,7.058669598,2,2
44,F,3,Uneducated,Unknown,Less than $40K,Blue,36,6,2,4,12721.24341,779,1713,1.332728744,1147.397914,66,1.062,0.064398576,0.758905671,96,4,5.222586448,2,1
50,M,1,Unknown,Single,$120K +,Blue,37,4,3,2,12673.32253,777,32563,1.331023333,1147.253367,81,0.884,0.057976254,0.881147839,76,0,7.414789524,2,2
30,M,1,Unknown,Married,$40K - $60K,Blue,18,5,1,3,12664.73932,774,3346,1.333656401,1140.477634,31,0.55,0.058672371,0.068175698,85,2,6.177359375,5,1
53,M,2,Uneducated,Married,$60K - $80K,Blue,48,2,5,1,12709.63978,772,761,1.337887971,1141.447549,26,1.6,0.05849527,0.914484394,45,2,6.995688843,8,1
47,M,2,Uneducated,Single,$80K - $120K,Blue,36,3,2,2,12650.04757,775,33252,1.331917033,1144.432969,77,0.54,0.064490802,0.770238853,55,3,4.534679019,5,1
48,F,4,High School,Single,$40K - $60K,Blue,38,6,1,3,12682.48282,778,8135,1.337233038,1139.732585,29,0.812,0.064385246,0.71351256,60,0,0.308699631,6,1
55,F,2,High School,Married,$40K - $60K,Blue,42,2,2,3,12692.48167,773,3424,1.339047381,1144.612201,82,0.608,0.058863948,0.053453814,40,5,3.251149006,6,1
47,F,5,Graduate,Single,Less than $40K,Blue,42,4,2,4,12738.70562,777,1118,1.335815567,1148.561672,41,0.367,0.058655497,0.105753594,69,3,7.185785413,9,1
44,F,2,Post-Graduate,Married,Less than $40K,Silver,36,6,3,2,12646.53602,776,9557,1.333190129,1147.242,81,0.8,0.062609983,0.963799369,57,5,7.299698594,8,1
52,F,2,High School,Single,Less than $40K,Blue,40,3,1,3,12685.06747,778,532,1.333288449,1139.107686,64,0.641,0.057365496,0.756524227,13,2,7.925834605,8,1
44,M,4,Unknown,Married,$60K - $80K,Blue,32,4,1,1,12709.68361,776,8421,1.331240947,1145.920194,77,0.711,0.060010765,0.98916139,19,2,6.216196944,4,1
34,F,3,College,Married,Less than $40K,Blue,23,3,3,3,12701.49688,775,988,1.331660607,1146.061544,71,0.868,0.065172906,0.101561819,5,2,1.057804205,8,1
48,F,4,Post-Graduate,Unknown,Less than $40K,Blue,43,4,1,3,12652.2836,775,895,1.337303818,1140.38594,75,1.027,0.060094191,0.858310199,9,3,3.830887043,10,1
